filename	sample_name	description	sample_type_common	dna_extracted	fermented	fermentation_day	371	2813	659	111243	8345	2627	1453	594	131	2550	162573	187158	340197
G73655_5x_BB9_01_18278.mzXML	11442.G73655	Ten Year Sharp Cheddar	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	1	0	0
G73656_5x_BA5_01_18260.mzXML	11442.G73656	pecorinotoscano	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73657_5x_BF4_01_18329.mzXML	11442.G73657	abbaye de belloc	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	1	0	0
G73658_5x_BE5_01_18316.mzXML	11442.G73658	abbaye de belloc	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73659_5x_BC7_01_18290.mzXML	11442.G73659	ewephoria	cheese	TRUE	yes	none	0	0	0	0	0	1	0	0	0	0	1	0	0
G73660_5x_BB8_01_18277.mzXML	11442.G73660	fiore sardo	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73661_5x_BF9_01_18334.mzXML	11442.G73661	sarro di bufala	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73662_5x_BF8_01_18333.mzXML	11442.G73662	sarro di bufala	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73663_5x_BD9_01_18306.mzXML	11442.G73663	garrotxa	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73664_5x_BG10_01_18394.mzXML	11442.G73664	garrotxa	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73665_5x_BA11_01_18266.mzXML	11442.G73665	manchego	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73666_5x_BD4_01_18301.mzXML	11442.G73666	manchego al ramero	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73667_5x_BG9_01_18393.mzXML	11442.G73667	Drunken Goat	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73668_5x_BF5_01_18330.mzXML	11442.G73668	ossau-iraty	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73669_5x_BH2_01_18400.mzXML	11442.G73669	ossau-iraty	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73670_5x_BC11_01_18294.mzXML	11442.G73670	good thunder	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73671_5x_BB5_01_18274.mzXML	11442.G73671	harbison	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	1	0	0
G73672_5x_BH8_01_18406.mzXML	11442.G73672	harbison	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	1	0	0
G73673_5x_BC10_01_18293.mzXML	11442.G73673	ovelha amanteigado	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73674_5x_BH4_01_18402.mzXML	11442.G73674	epoisse	cheese	TRUE	yes	none	1	0	0	0	0	0	0	0	0	0	1	0	0
G73675_5x_BE7_01_18318.mzXML	11442.G73675	epoisse	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73676_5x_BH3_01_18401.mzXML	11442.G73676	delice de bourgogone	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73677_5x_BD2_01_18299.mzXML	11442.G73677	robiola bosina	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73678_5x_BG6_01_18390.mzXML	11442.G73678	brie de meaux	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73679_5x_BB11_01_18280.mzXML	11442.G73679	camembert fermier	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	1	0	0
G73680_5x_BD3_01_18300.mzXML	11442.G73680	monte enebro	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	1	0	0
G73681_5x_BG3_01_18387.mzXML	11442.G73681	chabichou du poitou	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	1	0	0
G73683_5x_BA4_01_18259.mzXML	11442.G73683	alp blossom	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	1	0	0
G73684_5x_BD7_01_18304.mzXML	11442.G73684	monte enebro	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73685_5x_BD5_01_18302.mzXML	11442.G73685	boucherondia	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73686_5x_BF3_01_18328.mzXML	11442.G73686	chabichou du poitou	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	1	0	0
G73687_5x_BB6_01_18275.mzXML	11442.G73687	lagrein	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73688_5x_BG2_01_18386.mzXML	11442.G73688	vacherin fribourgeois	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G73689_5x_BC4_01_18287.mzXML	11442.G73689	alp blossom, flower-covered rind	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73690_5x_BG7_01_18391.mzXML	11442.G73690	red witch	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	1	0	0
G73694_5x_BB3_01_18272.mzXML	11442.G73694	burrata mozzarela	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73726_5x_BF6_01_18331.mzXML	11442.G73726	good thunder	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G73727_5x_BC12_01_18295.mzXML	11442.G73727	ParmagianoReggiano	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	1	0	0
G73728_5x_BB10_01_18279.mzXML	11442.G73728	Roquefort Papillon	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	1	0	0
G73964_1x_BF7_01_23203.mzXML	11442.G73964	burrata mozzarella	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G74007_5x_BH12_01_18410.mzXML	11442.G74007	raclette cheese	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G74022_5x_BG11_01_18395.mzXML	11442.G74022	cheese, brie	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G74023_5x_BE11_01_18322.mzXML	11442.G74023	cheese, gouda with cumin	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G74024_5x_BH5_01_18403.mzXML	11442.G74024	cheese, gouda	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G75087_5x_BF2_01_18327.mzXML	11442.G75087	cheddar cheese	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G75651_5x_10ul_BF8_01_19737.mzXML	11442.G75651	havarti cheese	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G78984_5x_10ul_BC8_01_19678.mzXML	11442.G78984	Dutch Traditional Gouda Cheese	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G79207_5x_10ul_BH8_01_19759.mzXML	11442.G79207	Jalapeno jack cheese	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
G79210_5x_BC6_01_18289.mzXML	11442.G79210	gouda	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	0	0	0	0
G79243_5x_10ul_rerun_BG8_01_19766.mzXML	11442.G79243	cheese ball	cheese	TRUE	yes	none	0	0	0	0	0	0	0	0	0	1	0	0	0
